shipmentid,orderid,shipmentdate,estimateddeliverydate,actualdeliverydate,carrier,trackingnumber
2315,995,2020-09-27,2023-10-15,,DHL,6d4db9db-e8a1-401e-816f-6a79d911580f
2316,901,2020-01-03,2023-01-01,2020-05-20,Local Courier,a924c86f-9125-41b0-a4bc-47ca8616c87f
2317,11,2020-11-15,2020-01-21,2021-01-18,DHL,
2318,2149,2023-03-12,2023-09-03,,FedEx,
2319,1341,2020-04-01,2021-03-21,,FedEx,
2320,1827,2023-01-23,2023-06-29,,Local Courier,7c316c1c-cafc-44da-9c93-cd58ba983090
2321,2541,2023-12-19,2020-04-17,,USPS,
2322,2186,2023-03-30,2020-12-17,,Local Courier,6cfbe3ca-7fdb-4da4-bfb2-d4fae602356f
2323,1131,2023-05-18,2022-02-19,2022-09-15,DHL,
2324,2742,2021-04-22,2020-10-08,,UPS,06c94775-c61b-4b37-a0de-5cc00e581061
2325,2933,2023-08-23,2022-08-19,,DHL,
2326,418,2020-07-25,2023-11-03,,Local Courier,97cafabb-2af6-419e-8505-99e58f12ea49
2327,1374,2023-03-31,2022-11-07,,UPS,
2328,2158,2020-04-06,2023-03-21,,DHL,
2329,2151,2021-04-25,2021-11-25,2022-11-06,DHL,3f9d3c0b-85a3-40a7-bcdf-cc9d59f90fc3
2330,956,2021-01-21,2020-11-15,,UPS,
2331,1739,2020-04-16,2021-04-28,2020-11-07,FedEx,
2332,1017,2020-01-08,2022-04-06,,Local Courier,e2edc077-bc20-446e-8f70-3c3040e7074b
2333,111,2020-09-12,2023-03-13,,Local Courier,5adb07e7-52ba-4570-95bc-a9d87aec4a37
2334,554,2022-09-09,2022-01-15,,DHL,
2335,2839,2021-03-03,2020-09-06,2022-03-26,UPS,6d7d4e4b-d32d-44b4-901d-4a8fa7e25d77
2336,123,2022-05-25,2023-09-28,2021-01-26,UPS,
2337,794,2022-01-21,2023-08-08,,FedEx,
2338,1473,2020-04-16,2020-10-15,2023-03-09,Local Courier,08e46e89-4fdb-4bbb-96dc-76f65331abf2
2339,2666,2021-06-08,2023-05-10,,DHL,0a3b64ed-8641-4ccc-8ce7-606d378c49bf
2340,520,2020-09-13,2020-07-29,,Local Courier,2341c8d5-b9d6-41f3-b179-4e64e887b22a
2341,2841,2020-07-16,2020-09-19,,FedEx,
2342,342,2021-02-14,2023-06-20,,DHL,
2343,1861,2020-12-01,2023-02-28,,DHL,f247be0c-5356-470d-958c-94234929c8e4
2344,1678,2022-08-24,2020-08-16,2023-08-29,UPS,1e6cca9d-7eb9-41d1-8c37-56413cc7fa91
2345,1111,2023-10-14,2020-07-14,,UPS,4764ec18-10e2-4dca-9d45-75edd6e13166
2346,1970,2021-09-15,2022-06-04,2021-10-04,FedEx,884bf627-de3c-4ced-81fb-0f55ebb74295
2347,204,2023-06-16,2020-10-06,,FedEx,
2348,2694,2021-01-03,2021-09-18,,UPS,
2349,624,2021-10-31,2023-06-21,2020-02-09,USPS,f5a77521-a3f0-45d5-9e50-da4c9dbdb505
2350,1055,2021-09-01,2021-09-24,2020-09-09,USPS,05dc46d2-fff2-4286-842a-f228a8ee4976
2351,1284,2023-01-10,2022-07-27,2023-09-27,Local Courier,992c8175-d463-44cf-9b63-eb4b9de12279
2352,1279,2021-03-12,2020-11-26,2022-09-04,DHL,
2353,312,2020-04-17,2023-05-16,,DHL,e4d341c6-9d8d-492f-a3ce-aa4c9404a778
2354,132,2023-06-15,2021-02-25,2021-08-10,UPS,
2355,1743,2020-06-11,2020-11-25,,UPS,50aa50e5-b868-4baa-b0d3-7584ffa59c24
2356,1654,2023-12-06,2023-10-15,,Local Courier,31c069cf-28c1-4683-9bfb-caa3e3f4d717
2357,2156,2022-09-11,2023-01-25,2023-06-16,DHL,89c0d661-0768-424d-b696-782066955994
2358,3035,2021-08-06,2023-02-13,,FedEx,
2359,2748,2020-06-08,2022-08-19,,UPS,4ab48388-9168-40da-be74-b4f09582cc9f
2360,2946,2023-10-04,2021-09-12,,USPS,8fa9128d-af9c-4b5f-b792-10325f36827d
2361,2654,2023-08-31,2021-01-14,2023-10-12,DHL,
2362,733,2021-04-21,2021-08-16,2022-06-24,UPS,e1b426e6-9759-4924-afe2-c7d858ed6c2d
2363,983,2021-10-21,2020-11-21,,UPS,5d416689-0ec5-49ba-af46-5ce0a550ec55
2364,755,2021-06-23,2021-06-18,,FedEx,9e326cf1-86a9-4aa4-85e0-1bc1d958e850
2365,2012,2020-07-25,2021-03-17,,FedEx,4c3db712-5199-4b0e-b7d0-e8fb739a16d3
2366,1520,2022-10-31,2021-03-14,,USPS,a2c2a3cd-f257-4ad8-bcd3-f254f976e838
2367,1307,2023-01-24,2022-03-18,,FedEx,e67af274-5bbb-4823-8741-2f38888600a6
2368,1812,2021-05-15,2023-12-05,2020-03-15,Local Courier,
2369,1140,2020-06-14,2022-09-14,,FedEx,ea3dea53-e9fc-47ab-9ee9-ffe7e7b41532
2370,295,2020-05-14,2022-09-24,,UPS,
2371,2506,2023-09-26,2022-06-01,2020-05-11,UPS,
2372,1579,2020-05-29,2022-01-23,2022-04-16,UPS,213c1326-02cc-4845-8e17-41d3141b5ac2
2373,197,2021-08-06,2020-03-19,,DHL,269c606a-29cd-4805-845f-c468df428c86
2374,448,2021-06-29,2021-10-09,2022-05-02,FedEx,
2375,982,2023-10-12,2021-01-10,,USPS,
2376,836,2021-04-15,2023-07-17,2021-04-09,DHL,
2377,309,2020-06-26,2022-07-14,2023-02-02,FedEx,9d570412-0398-498c-a431-309468be8ff4
2378,167,2020-10-21,2021-02-08,2023-10-20,USPS,d615204d-082e-418a-8ef9-cd1d5fb1c8c5
2379,2591,2023-04-01,2022-12-31,2020-06-03,USPS,
2380,1506,2020-12-29,2022-08-17,2021-11-08,FedEx,
2381,2670,2021-08-28,2022-10-08,,DHL,
2382,2720,2020-08-08,2023-09-26,2022-09-01,FedEx,
2383,2118,2022-01-06,2023-09-29,2022-05-31,Local Courier,
2384,2208,2023-12-09,2022-05-14,,DHL,9a9b55ce-f635-4e53-85d7-be8e19e930d7
2385,2972,2020-01-24,2020-10-10,,USPS,0e0b6944-27f8-4788-985d-66255df4e042
2386,1742,2023-09-04,2021-03-13,2023-06-01,USPS,040388dc-8a0c-42b0-a58a-5b80833cb980
2387,1653,2022-07-07,2022-04-04,,USPS,f3eb1548-2403-42d6-904c-cda1f41d5b3a
2388,691,2023-09-18,2023-04-15,2021-05-17,UPS,9e454833-077d-4a6a-b828-2c6246b59a69
2389,2085,2023-10-30,2023-05-26,2021-08-15,USPS,
2390,720,2023-11-23,2022-03-17,2023-07-31,USPS,2dce0d24-a858-47a1-be84-5f1201238630
2391,3035,2020-01-08,2022-09-08,,DHL,0acec358-603b-4411-b3a5-05724eb5a1fe
2392,1232,2022-01-03,2022-02-17,2022-10-23,FedEx,7823f3d4-64fa-4ea3-9481-effa409fc9ef
2393,922,2022-07-25,2020-10-11,,Local Courier,
2394,1690,2022-01-05,2023-01-09,2020-06-16,Local Courier,fc60f684-3457-47d7-8aeb-317526d2b1c0
2395,2953,2023-02-02,2023-09-01,,Local Courier,
2396,2895,2021-03-30,2023-08-25,,Local Courier,aca9f063-781b-43ea-9da0-928dac886993
2397,1703,2020-09-17,2020-06-06,2021-01-17,Local Courier,
2398,373,2021-04-30,2022-02-23,2022-09-17,FedEx,ffad7955-5939-4616-9e16-824b684bee05
2399,353,2022-09-02,2021-04-07,2021-08-30,UPS,e8567c8a-433c-4ee6-8e56-9dbcbaa57ee8
2400,2769,2021-09-03,2022-06-03,2022-06-02,Local Courier,fc2b6bad-7786-4034-8e50-9946926512d3
2401,198,2021-10-02,2023-02-10,2023-01-28,DHL,793469cb-a005-452e-88ce-395a107d1e29
2402,1440,2022-02-03,2020-05-14,,DHL,
2403,2634,2023-03-31,2021-05-05,2021-02-08,FedEx,f2bfe7a1-1bf4-47e0-abe3-7cc6f8c3cf0f
2404,911,2023-12-21,2020-02-28,2023-11-18,USPS,8d4d8260-b17b-4ce3-8d42-55fbce833094
2405,2465,2022-08-02,2021-08-16,,Local Courier,cf5d6307-6bb9-4e71-81d2-515017285056
2406,395,2020-10-18,2021-07-11,,UPS,
2407,776,2021-08-04,2022-10-14,,USPS,1c2246d1-5b6d-46ac-b912-61b943559ba6
2408,302,2021-08-06,2023-09-28,,DHL,838c23df-1c86-4b59-b76d-d4b5b05fb303
2409,1909,2021-01-24,2023-10-11,2021-08-24,DHL,
2410,2911,2021-07-29,2023-05-03,,FedEx,74bad10b-3542-453e-9612-27b290de0ba0
2411,2488,2020-06-15,2023-04-09,,USPS,
2412,749,2020-08-06,2020-12-19,,DHL,
2413,2651,2023-12-26,2021-11-05,2022-08-18,DHL,
2414,2373,2021-06-09,2021-07-16,,DHL,648a114b-0bf7-4902-b13c-71f948f3f79b
2415,1352,2021-06-19,2020-03-06,,USPS,
2416,469,2023-02-09,2020-12-28,2020-11-25,UPS,
2417,173,2021-04-16,2020-08-20,2022-05-11,UPS,c35593d0-9a83-43e1-95b4-58275c5efd9c
2418,1110,2023-06-09,2023-11-08,2022-07-25,Local Courier,f79d989a-a8f8-450e-9bfc-9b57c2996b3a
2419,2397,2022-10-24,2022-04-28,,USPS,
2420,1569,2020-12-14,2023-01-10,2021-03-15,USPS,
2421,565,2021-07-02,2020-11-04,,USPS,b515cb5e-13e2-4159-adb8-7ac2eca54c9c
2422,597,2021-05-02,2023-04-03,,Local Courier,
2423,550,2022-01-30,2020-03-07,2020-04-07,Local Courier,
2424,472,2023-11-24,2022-06-15,2022-04-19,Local Courier,
2425,2237,2020-05-06,2021-11-17,,FedEx,15d06e67-78c1-4633-bd7c-e9888b600e0b
2426,1873,2022-11-20,2021-04-07,,UPS,
2427,1404,2022-07-07,2022-01-01,,USPS,02fd8a12-addc-43f9-9424-4b26bc82bd23
2428,1426,2021-08-02,2023-08-12,,Local Courier,
2429,2572,2023-03-28,2020-07-05,2023-06-10,USPS,
2430,2245,2023-04-03,2020-04-07,,Local Courier,13905abb-2e6c-469a-a018-fd99a0319a00
2431,1195,2020-02-07,2022-07-09,,FedEx,c79401ac-9979-4141-bcba-b585ee82f8d9
2432,1175,2022-09-20,2021-10-20,2021-03-26,UPS,5e51f764-8166-41de-885e-560fea276fe3
2433,2329,2020-03-10,2020-04-30,,DHL,
2434,587,2021-04-12,2023-01-31,2021-10-20,DHL,e5942b59-e376-48ca-90a4-d5c4aeac0802
2435,1311,2022-12-03,2023-02-19,,DHL,
2436,972,2020-10-14,2023-01-17,2020-09-09,FedEx,268b093e-d9b7-4357-9bfb-c13fcf460e6a
2437,1015,2022-12-26,2022-01-01,2021-10-04,UPS,e3555e49-1321-4d70-adf7-f566587b5bd5
2438,1629,2022-10-09,2022-04-23,,Local Courier,
2439,1937,2023-07-12,2020-02-25,,DHL,6568d890-6957-4a20-822d-7143c959d2b9
2440,737,2020-11-09,2022-06-21,2022-10-01,DHL,
2441,1218,2022-11-13,2020-12-13,,UPS,
2442,917,2020-02-15,2020-06-29,2022-05-10,FedEx,7aa7bf80-0f15-4a43-8846-692ac87fe975
2443,389,2021-03-10,2022-11-19,2021-06-27,DHL,
2444,854,2021-09-03,2022-10-26,,UPS,
2445,1315,2021-10-06,2022-07-22,2023-08-26,FedEx,
2446,2465,2023-01-18,2022-03-14,,FedEx,d2da9782-1d18-4c1d-a8ca-c7ec3c697498
2447,2573,2023-08-27,2022-06-06,,Local Courier,8674a83d-f05f-4d5c-8962-1ab3521a3e48
2448,2163,2022-05-16,2022-05-03,,UPS,3e529465-7a7b-490f-8a14-c34d75463583
2449,1314,2022-05-30,2020-08-20,2022-02-28,FedEx,
2450,897,2021-01-30,2021-01-27,,DHL,
2451,1357,2020-03-23,2022-05-05,2022-12-26,UPS,8ac2c451-b402-4d44-9154-6551d9de9b0c
2452,1460,2021-11-06,2022-09-13,,USPS,6a61abc0-1414-4310-957a-b25a05a59edc
2453,2505,2022-07-05,2021-08-15,2021-01-02,USPS,
2454,402,2022-06-05,2023-05-17,,Local Courier,b18edda5-787e-471c-9f49-a72fc7ebd207
2455,941,2023-08-12,2022-06-10,2021-08-21,DHL,9b20cf05-1c57-46fe-a10e-0678581f8708
2456,195,2021-02-18,2021-11-23,,USPS,
2457,1434,2021-04-26,2021-09-19,2021-04-30,USPS,
2458,2135,2020-08-06,2023-11-04,,UPS,
2459,2847,2021-06-19,2020-07-02,2022-11-15,USPS,
2460,962,2021-10-02,2022-06-13,2020-08-06,DHL,2e116a5a-eeac-4b77-8f27-0fa5ac0b3405
2461,446,2021-12-01,2022-08-04,,FedEx,49c6893d-afca-4fda-adf6-a76bb5a7747f
2462,317,2023-12-01,2020-03-12,,Local Courier,1e141483-66d7-468a-9674-4b78d7fc934f
2463,683,2021-10-27,2020-04-16,,USPS,
2464,2113,2021-11-20,2021-05-17,,FedEx,3a10c476-be6c-44f2-8778-572f5c06ac3d
2465,2843,2022-02-19,2023-05-21,,USPS,
2466,3082,2022-08-04,2022-02-09,2021-07-03,Local Courier,
2467,740,2023-01-26,2023-11-22,2022-12-24,FedEx,
2468,1523,2020-08-06,2022-12-31,2023-06-17,FedEx,9da334c5-8d97-46be-bc48-0542985d3372
2469,944,2021-08-30,2020-10-12,,Local Courier,
2470,113,2022-01-20,2023-01-01,2021-07-13,USPS,7fd5146f-66ad-4663-98f4-83a41294a646
2471,2141,2022-10-14,2021-03-02,,UPS,f62affaf-a560-418c-92da-cf4f00b39595
2472,1528,2020-01-15,2021-06-16,2021-12-27,Local Courier,23c413d8-8757-4b72-b850-41b188e7a78d
2473,1456,2022-11-10,2022-12-29,2021-11-28,UPS,
2474,1225,2022-11-20,2022-08-07,2022-02-19,USPS,aeb567e8-af57-4c98-9ccc-18df9b39334a
2475,1426,2020-06-28,2022-05-26,2023-04-03,UPS,6d26319c-2764-4b4b-8cfe-0865706fb29a
2476,2857,2022-08-23,2022-07-01,2021-12-14,Local Courier,cd883937-f806-4175-a0b0-7e874430efab
2477,1076,2022-09-01,2023-05-09,,Local Courier,dcdb9b61-a6e9-450f-9be1-196f84eddcf9
2478,2845,2020-02-18,2022-04-06,,DHL,c37f8aa8-b775-4ff8-b14b-c03cb5625df7
2479,2530,2023-07-12,2021-06-28,2022-07-24,UPS,
2480,2052,2023-09-25,2023-02-21,2021-11-10,USPS,34e5cea9-7a52-47b8-98bf-b0148973adf1
2481,1194,2020-12-09,2020-06-26,2023-12-05,DHL,
2482,30,2020-05-01,2021-12-07,2023-11-02,UPS,89d8aa93-adf1-4558-a3db-62ea123da40d
2483,2372,2020-09-10,2022-04-16,2023-03-10,Local Courier,
2484,1318,2020-07-10,2020-01-29,2020-07-10,Local Courier,
2485,2612,2021-12-23,2020-06-06,2021-04-02,Local Courier,
2486,959,2022-08-25,2022-03-25,,DHL,
2487,2587,2021-09-25,2020-10-27,,UPS,
2488,988,2021-01-20,2023-02-20,,USPS,11c567dc-c661-4020-8389-f59f5c7b0697
2489,1984,2023-01-04,2022-06-11,,FedEx,
2490,1687,2023-11-28,2020-02-02,2020-11-02,Local Courier,
2491,1808,2020-08-19,2023-11-17,,UPS,
2492,1656,2021-06-19,2021-08-15,2022-08-21,USPS,678b6e16-37f7-4adb-9876-ee4ac68dc927
2493,1551,2023-11-24,2020-01-28,2021-12-13,UPS,994e6824-5528-4555-838a-9ef23fe5e90e
2494,922,2023-12-27,2022-12-26,2022-12-01,DHL,
2495,1260,2021-02-22,2023-01-06,2020-11-07,DHL,
2496,1252,2021-06-08,2022-05-29,2023-09-06,FedEx,2cdad9e6-3f09-4133-897d-cd4a82a2a814
2497,2690,2022-06-20,2023-04-05,2022-09-15,USPS,
2498,267,2023-11-29,2021-04-09,2021-01-15,USPS,
2499,2902,2022-12-14,2020-04-08,2023-10-07,Local Courier,a9a82aad-0cfb-4128-aa3a-54eaa4e350c6
2500,1171,2020-12-16,2023-09-24,,FedEx,
2501,978,2020-04-30,2023-06-13,2021-03-20,UPS,3b843d0b-4c8e-4948-a9eb-b10e0ddca858
2502,2446,2023-10-23,2020-09-13,2020-03-05,UPS,25b1a15b-9cfd-4e7c-8799-9c458823e616
2503,1029,2021-09-09,2023-01-12,,UPS,
2504,2644,2022-10-09,2023-01-19,,FedEx,
2505,2680,2023-02-12,2022-08-27,2023-09-25,USPS,cb9f7b3a-d510-4fe7-b376-e0cf88cb35d5
2506,1535,2020-11-29,2023-12-21,2023-12-13,USPS,72246a93-b14b-4df9-a0ed-b90c51698059
2507,2051,2020-05-09,2021-03-04,2022-08-26,FedEx,
2508,763,2020-06-29,2023-04-26,,FedEx,ac96a34f-9420-460b-bdf8-df8d10b8ee4e
2509,825,2021-06-09,2021-09-23,2023-09-08,FedEx,
2510,655,2020-11-22,2020-04-08,2023-10-14,FedEx,c52d0b60-433f-4379-897a-22ccf9fb511b
2511,1604,2021-08-17,2023-10-21,,DHL,44670944-1cd3-42f1-aefb-f5e212d9f482
2512,1415,2023-11-06,2022-08-13,2023-12-21,UPS,
2513,2575,2022-04-22,2022-06-07,2020-04-05,UPS,9662653d-b3f0-435e-97be-423263bd1df0
2514,2860,2022-08-21,2023-09-07,2020-12-29,Local Courier,dd3432bf-23f7-4cfa-8027-a414e288cc73
2515,1133,2023-01-20,2022-12-01,,Local Courier,
2516,1417,2022-07-18,2023-06-30,,Local Courier,51208e42-661f-4af7-b411-b5fafe7c63a9
2517,43,2022-08-23,2022-06-12,2020-10-16,FedEx,aaee1850-d3fc-46b1-8b97-2f210c46b3ff
2518,77,2021-08-24,2021-02-06,2022-10-15,UPS,27dad41f-447d-4aac-b04b-87816711e283
2519,956,2020-09-07,2020-11-04,2022-04-10,DHL,d1f9d4ae-ed67-400a-a154-2a55751bbb78
2520,68,2020-05-09,2022-05-11,2022-06-08,Local Courier,
2521,2984,2020-08-21,2021-04-22,,FedEx,
2522,2383,2021-09-28,2021-06-23,,DHL,0eacbebf-4ea5-4509-aa06-fd28c9be1b32
2523,789,2022-01-21,2020-11-16,2020-10-27,FedEx,
2524,1075,2022-01-06,2022-02-04,2023-03-06,UPS,
2525,2786,2022-11-24,2022-03-18,2021-07-01,UPS,
2526,1582,2023-09-17,2023-08-23,,Local Courier,
2527,1017,2022-06-10,2023-02-07,,Local Courier,058b0f97-f3db-4b95-b6e8-559431582789
2528,1995,2021-10-26,2023-07-04,,FedEx,3b573876-b456-4186-9f76-bcfce688f44b
2529,1190,2023-07-29,2023-12-10,,USPS,
2530,2398,2020-06-04,2021-02-23,2021-01-18,UPS,
2531,2759,2023-07-04,2022-04-18,,USPS,b8ae9a34-ef73-447c-aeb5-0d889bd3844f
2532,1707,2022-08-06,2022-01-03,2021-11-04,FedEx,0fd8865c-d191-4f47-895d-6327cfd5cbf4
2533,683,2022-06-07,2020-03-04,2021-10-17,FedEx,
2534,3020,2022-05-19,2022-09-12,,Local Courier,
2535,1848,2023-01-23,2023-05-05,2021-12-05,USPS,b14fa41c-9a19-4a48-972e-05c2df2b59be
2536,2301,2023-03-18,2020-01-12,2020-12-27,DHL,95eda19c-fb4b-4850-8fd8-f9bb9b15fa2c
2537,1056,2022-12-12,2023-09-14,,DHL,
2538,1347,2022-09-05,2021-11-19,2022-02-14,UPS,a3805a0f-44bb-4e34-a1e8-90f7197971d7
2539,474,2021-06-19,2022-11-28,2021-03-13,USPS,56016d23-c332-40b7-a910-99b9ce506144
2540,2809,2022-04-27,2021-06-28,,Local Courier,
2541,711,2021-03-12,2022-08-18,,USPS,5614dec7-d0dd-4be8-97e7-c479726b30b5
2542,2505,2022-09-07,2023-05-17,2021-07-11,FedEx,e2526f32-f320-4ea4-b72c-a588299d27c2
2543,1450,2021-12-31,2022-07-16,,Local Courier,
2544,185,2022-05-30,2021-02-14,2021-08-17,FedEx,
2545,1779,2021-09-02,2020-01-19,2022-11-17,DHL,
2546,2019,2020-06-01,2022-09-26,2022-09-21,Local Courier,71ee06d4-7aa4-4f3f-b6f8-af298c4d7877
2547,952,2020-03-21,2020-11-06,,FedEx,
2548,711,2021-09-19,2023-03-15,2021-04-13,USPS,38d61e72-858c-4707-b783-819165be3417
2549,749,2020-07-25,2022-01-16,2021-10-20,FedEx,2908b684-95e8-4fa1-b5f5-4c898bb8cfbd
2550,159,2021-01-27,2021-08-10,,Local Courier,f72c9f87-3e9d-46a1-8a47-5c04aeebbe3e
2551,2105,2022-07-15,2020-02-04,2021-06-29,UPS,f437f9d1-1bc3-4794-bb5a-da23abaf47bb
2552,2034,2020-08-13,2021-09-07,,Local Courier,
2553,1406,2020-02-13,2021-07-21,2022-01-07,Local Courier,76a5c0d5-2b16-4149-b7fa-d43dd8292b3e
2554,2759,2022-07-10,2020-01-28,2021-11-29,FedEx,95e4daeb-c30a-486e-8975-ceb6594c8fd6
2555,1806,2023-12-09,2020-01-27,,UPS,78e3db19-87bf-4476-aea0-0e1e9f365369
2556,1425,2023-12-06,2022-05-28,,FedEx,b057ac98-43db-4b4b-88bb-55f3e48fcec8
2557,2771,2020-12-17,2023-11-24,,Local Courier,c8c80c64-18b6-485b-8527-cc96b3a08e11
2558,138,2021-11-11,2021-01-30,2021-09-22,DHL,604b6439-46e7-416b-bc84-e238983d4a63
2559,1541,2020-01-24,2020-06-08,2020-07-16,Local Courier,38baa704-69f6-482f-9880-422dcb8a101a
2560,614,2020-02-10,2020-02-14,,Local Courier,
2561,1386,2021-02-08,2021-11-26,2020-09-30,Local Courier,7c216f0e-0a5a-438c-8150-901a05b9ed22
2562,1154,2023-09-17,2021-05-21,2020-01-24,USPS,67337f9c-b5e9-4575-ac0d-aa5b84c6fccc
2563,1964,2020-05-22,2020-03-30,2020-08-06,DHL,
2564,3079,2022-11-25,2020-07-06,2020-12-05,USPS,6eb01c0d-1125-448f-a1c5-0385058fec39
2565,562,2023-11-05,2022-12-30,2023-01-19,UPS,
2566,1422,2021-04-11,2020-11-13,,DHL,38e9fcca-18c2-414b-8926-cb21faee6321
2567,546,2022-12-16,2020-08-04,,UPS,6b1e6868-e7fa-4e32-b6b8-c189617c03ec
2568,1111,2022-05-28,2021-11-12,2020-12-13,UPS,9d4c2704-c2b7-4b0a-ab7d-3d7cff9e16fe
2569,2767,2020-12-05,2021-04-23,2020-10-13,DHL,
2570,2519,2022-12-31,2020-11-01,,USPS,e27a0e85-9c5c-4717-a2c6-f4123e31bde0
2571,2466,2022-08-15,2022-07-19,,USPS,ab11431e-9e87-4ebe-8960-349d15b4bd1f
2572,1790,2022-04-02,2022-10-21,2021-12-08,DHL,31b82ce0-5611-41d6-afde-c79b659275af
2573,251,2023-06-06,2020-08-07,2023-05-28,FedEx,1ad26bb7-76e9-49c1-a311-65427d9c90a2
2574,204,2021-10-18,2022-05-25,,UPS,
2575,1443,2023-12-29,2022-09-29,2023-10-14,DHL,4550312c-1e4b-4a78-8bb0-731c449b9d74
2576,2089,2022-11-21,2022-09-21,,UPS,b777ef6a-c3a6-49c2-a607-fb3ed19b4e0d
2577,694,2020-04-26,2022-04-27,2021-06-24,USPS,
2578,787,2020-11-02,2021-11-18,2022-04-07,USPS,
2579,2080,2021-08-02,2023-01-29,2022-08-20,DHL,
2580,255,2021-07-09,2023-03-23,,DHL,
2581,2998,2022-01-29,2021-08-20,2023-12-08,Local Courier,
2582,1460,2021-05-15,2020-10-05,,DHL,
2583,1418,2021-09-03,2023-02-08,2023-02-11,UPS,26b1f52b-fc76-462e-bbb4-b62a1426059d
2584,582,2021-08-11,2020-01-12,,Local Courier,
2585,2564,2022-12-11,2022-02-08,,FedEx,d780b9af-fa3c-425b-8cf6-defcf6351ec9
2586,2937,2021-12-17,2021-04-12,2020-01-06,USPS,0132d663-f2ac-4069-a5be-86ee0daf5b78
2587,1469,2023-10-15,2023-07-04,2022-04-30,Local Courier,
2588,1253,2021-07-02,2021-06-20,2023-12-05,Local Courier,
2589,1601,2023-07-25,2023-03-12,,Local Courier,25d7be5b-9ab3-4c38-be6e-73e950d94a37
2590,288,2021-01-02,2023-11-23,,UPS,d812c3d2-ec42-484f-8c9b-f5fee81bf3bf
2591,824,2023-08-12,2023-05-18,2021-11-23,Local Courier,3028eef5-90b7-43dc-ad1a-171166408a23
2592,1936,2023-09-09,2020-11-12,2020-11-14,DHL,3791e54d-6362-496b-8be3-0c39fcbd7f0c
2593,842,2020-03-01,2023-08-20,,UPS,5d1de0c9-c06f-43c7-b11a-2e0d3137824e
2594,1219,2022-08-31,2021-02-21,2020-10-28,DHL,025978af-d234-4455-899f-2ce74dbb0c5e
2926,3053,2023-12-28,2021-07-29,,Local Courier,
2595,1006,2021-04-19,2020-11-16,2021-02-19,FedEx,814e5bb9-d825-4cf7-8d02-b36f44aacaa4
2596,2217,2022-11-17,2020-10-31,,FedEx,b66f46c8-032b-49d2-be7c-072f2f919c9e
2597,1203,2023-06-11,2023-02-21,2023-12-29,Local Courier,547de339-a992-4159-a3e0-547fa7fb93bf
2598,2527,2021-04-05,2020-08-29,2020-12-09,DHL,69e6c3d9-7166-40e4-bed6-0fe97ddc8c47
2599,2831,2022-09-16,2020-10-19,2023-04-03,FedEx,
2600,754,2023-11-24,2020-04-17,2023-04-20,Local Courier,5357f9a6-e61e-4a18-90c8-ea3090e2e1a7
2601,2093,2021-05-15,2021-08-18,2021-04-01,DHL,
2602,917,2023-09-26,2022-05-14,2021-11-19,Local Courier,
2603,394,2023-03-19,2023-07-03,,Local Courier,568d0329-684e-4a53-8d68-f27e57ddc071
2604,723,2023-04-30,2021-11-16,,FedEx,
2605,2996,2020-12-03,2022-03-11,,USPS,4b6482b2-9bd6-411f-b5b4-e1e5a815cf89
2606,2755,2023-04-13,2023-07-31,2020-08-22,DHL,03241a71-f763-4375-9172-184e4cf241f5
2607,442,2021-11-23,2022-11-18,,USPS,
2608,1664,2021-03-15,2023-11-09,2021-01-10,DHL,edeb7969-74ac-4130-b8c9-e06fd1e89d2e
2609,2550,2021-11-12,2022-04-03,2022-03-14,FedEx,cae6dadc-5096-4a1c-8da6-1b144fc84736
2610,2199,2022-04-30,2020-01-02,2022-01-24,DHL,723778ee-e5d4-4b45-afec-f17ab99bb88e
2611,2084,2020-07-27,2022-08-13,,FedEx,19f3802e-5aaa-4312-90ab-d57195467749
2612,2688,2023-03-16,2020-07-28,2023-12-28,DHL,4d7ade3b-5a31-4435-b319-018421bbf812
2613,2404,2020-06-19,2020-10-17,2023-03-25,USPS,86c40183-d3ed-4360-aabf-b842330dc072
2614,220,2023-06-17,2023-10-06,,USPS,
2615,436,2022-04-30,2020-12-10,2023-09-08,FedEx,21e24c58-9c50-421a-9394-1845380c4f14
2616,1663,2023-11-05,2021-12-22,,USPS,
2617,3093,2022-10-22,2022-10-21,2022-09-27,UPS,
2618,2715,2022-09-25,2022-03-28,2020-11-26,FedEx,39e4db4b-575c-4328-8de7-62bb68db27a2
2619,588,2020-09-20,2020-06-28,,DHL,1218e7fb-218a-4172-b9ed-abbff4e2e633
2620,483,2021-03-19,2023-08-19,2021-12-19,DHL,7387e215-ee9d-437c-8b88-32d51fb08ce5
2621,1395,2021-11-22,2021-10-28,2020-02-22,USPS,c8921992-45a5-45d4-9637-9ab6cac51919
2622,37,2021-03-12,2022-09-19,2023-02-01,USPS,2ce367b9-af33-47c9-8167-4ab7d73cd204
2623,2956,2022-02-09,2023-01-18,,DHL,
2624,1211,2023-10-11,2022-12-01,2020-02-26,USPS,
2625,2008,2020-04-30,2022-07-15,2021-10-31,USPS,
2626,1160,2023-02-07,2021-03-30,2022-09-09,USPS,
2627,2570,2023-09-16,2020-10-07,2023-09-26,FedEx,
2628,2340,2023-01-21,2022-11-25,2021-05-08,Local Courier,
2629,2543,2023-02-21,2021-09-29,2022-12-29,USPS,
2630,3100,2021-01-19,2022-09-09,,USPS,
2631,78,2020-12-15,2023-11-12,,DHL,9c2f77b0-3330-4976-953d-7848787b6c86
