returnid,orderid,productid,returndate,returnreason,refundamount
1742,426,2958,2022-06-21,Damaged,335.33
1743,2256,101,2020-03-21,Damaged,923.79
1744,2654,2223,2023-11-01,Damaged,191.79
1745,1384,1121,2023-03-29,Damaged,21.40
1746,205,737,2020-10-03,Damaged,295.60
1747,203,1648,2021-04-25,Damaged,610.45
1748,1669,983,2023-02-15,Other,627.06
1749,2406,1824,2023-07-13,Not as Described,569.13
1750,645,81,2021-03-14,Damaged,112.26
1751,2763,2511,2022-03-19,Damaged,180.96
1752,2474,2471,2023-12-22,Damaged,164.11
1753,2109,949,2020-04-06,Other,450.55
1754,329,509,2020-10-27,Damaged,657.92
1755,2855,2503,2020-02-27,Not as Described,990.70
1756,780,2523,2020-08-27,Other,755.74
1757,578,3100,2020-02-23,Not as Described,834.05
1758,1627,2228,2021-10-17,Damaged,561.71
1759,1267,793,2022-09-02,Damaged,605.43
1760,1590,1375,2023-05-05,Other,891.63
1761,2236,2997,2023-03-14,Other,917.87
1762,1799,347,2023-02-09,Wrong Item,234.46
1763,1571,20,2021-01-10,Not as Described,440.12
1764,263,1945,2023-04-21,Wrong Item,258.93
1765,2361,1825,2022-05-14,Not as Described,337.84
1766,1824,894,2020-08-10,Other,395.12
1767,2881,1680,2023-10-31,Wrong Item,512.91
1768,56,1170,2021-12-29,Not as Described,428.92
1769,2169,353,2023-08-27,Wrong Item,477.18
1770,62,1400,2020-04-13,Not as Described,300.42
1771,625,1513,2023-10-03,Other,235.42
1772,382,3077,2020-10-30,Not as Described,246.16
1773,135,2878,2021-01-21,Other,469.09
1774,2321,1767,2022-03-19,Not as Described,96.48
1775,2539,1509,2021-04-30,Damaged,208.24
1776,2779,1142,2022-06-16,Damaged,602.52
1777,370,2204,2020-08-04,Damaged,572.40
1778,915,2658,2021-02-08,Not as Described,468.27
1779,825,358,2020-11-08,Not as Described,662.20
1780,2156,3017,2020-06-23,Other,62.12
1781,1774,2907,2020-10-16,Wrong Item,113.22
1782,1284,1436,2020-02-06,Wrong Item,12.45
1783,1678,2419,2023-01-06,Not as Described,192.89
1784,710,2082,2021-11-15,Not as Described,563.49
1785,2777,864,2023-11-03,Wrong Item,441.73
1786,1429,73,2020-04-30,Not as Described,629.55
1787,459,1370,2020-09-19,Not as Described,872.85
1788,1626,808,2021-06-18,Not as Described,518.28
1789,521,116,2021-04-07,Not as Described,431.47
1790,15,1764,2020-06-04,Wrong Item,188.79
1791,2209,2187,2021-07-12,Damaged,125.34
1792,1664,584,2023-10-11,Not as Described,482.14
1793,2939,531,2022-08-15,Not as Described,618.18
1794,2955,1885,2023-10-03,Wrong Item,145.34
1795,1626,808,2021-03-29,Wrong Item,759.79
1796,1944,103,2021-05-30,Damaged,412.67
1797,82,877,2021-03-09,Wrong Item,713.53
1798,2329,652,2020-10-13,Damaged,597.46
1799,1288,2020,2023-07-29,Other,327.05
1800,2823,2874,2022-09-19,Not as Described,787.89
1801,1899,2492,2023-10-02,Other,962.49
1802,2391,1320,2022-10-02,Wrong Item,49.38
1803,913,74,2021-04-26,Wrong Item,353.06
1804,1639,554,2022-07-12,Damaged,203.65
1805,672,2089,2020-07-08,Not as Described,27.96
1806,797,1068,2023-09-08,Not as Described,972.94
1807,179,2106,2021-05-20,Damaged,261.70
1808,887,888,2022-10-06,Wrong Item,47.81
1809,2406,1824,2020-12-20,Not as Described,110.38
1810,2725,952,2023-03-06,Not as Described,488.84
1811,2106,995,2021-12-10,Wrong Item,120.66
1812,1504,848,2020-08-24,Other,12.31
1813,2656,1007,2022-01-02,Damaged,135.71
1814,2876,1279,2023-10-09,Other,957.24
1815,943,1472,2020-12-06,Other,119.68
1816,2106,995,2023-07-02,Not as Described,145.44
1817,523,1861,2022-05-19,Wrong Item,419.69
1818,1638,850,2022-07-16,Wrong Item,778.29
1819,2930,169,2020-08-24,Other,113.46
1820,997,1652,2020-04-03,Not as Described,342.56
1821,1215,1785,2020-07-27,Other,414.66
1822,2610,594,2021-03-04,Other,944.43
1823,1615,1529,2023-11-21,Other,791.31
1824,1897,958,2023-07-26,Not as Described,444.21
1825,1861,2783,2020-01-24,Not as Described,433.92
1826,240,698,2021-01-18,Damaged,155.34
1827,2502,2340,2021-06-25,Not as Described,399.45
1828,1687,384,2021-08-04,Damaged,554.33
1829,135,2752,2023-09-24,Wrong Item,234.39
1830,1542,625,2021-05-21,Other,328.44
1831,2720,2871,2023-11-19,Not as Described,104.75
1832,2424,296,2020-06-23,Not as Described,524.78
1833,1673,590,2021-11-01,Damaged,661.46
1834,2182,2204,2022-01-11,Damaged,939.25
1835,2478,434,2023-10-25,Damaged,980.07
1836,20,835,2023-03-24,Not as Described,329.70
1837,1631,573,2021-07-09,Wrong Item,109.74
1838,1630,1738,2020-10-14,Other,873.48
1839,2733,1944,2023-01-31,Not as Described,965.14
1840,522,2679,2022-05-15,Wrong Item,215.47
1841,2134,2875,2020-04-25,Not as Described,330.72
1842,2964,1550,2023-03-24,Other,183.20
1843,403,2490,2020-03-20,Not as Described,926.14
1844,2371,929,2023-03-09,Wrong Item,359.58
1845,1915,1336,2020-03-24,Wrong Item,948.92
1846,1457,2991,2023-09-28,Not as Described,933.96
1847,1125,2137,2023-06-05,Other,123.96
1848,2478,434,2022-03-06,Not as Described,383.81
1849,1906,3024,2021-08-31,Damaged,116.38
1850,1045,1777,2020-05-26,Wrong Item,797.77
1851,2505,1967,2022-09-03,Not as Described,79.50
1852,53,1029,2023-06-09,Not as Described,50.46
1853,1164,1534,2020-10-30,Wrong Item,584.67
1854,392,2890,2021-05-11,Other,60.58
1855,613,2931,2022-10-30,Wrong Item,556.06
1856,2205,1742,2021-03-21,Other,229.14
1857,2498,429,2021-05-27,Wrong Item,160.16
1858,1292,295,2022-08-06,Other,33.03
1859,636,2192,2023-10-20,Other,728.28
1860,1070,2387,2020-07-28,Wrong Item,658.79
1861,796,821,2021-02-24,Other,347.95
1862,1111,2611,2023-09-10,Other,763.13
1863,744,1065,2020-02-14,Wrong Item,197.88
1864,2566,2911,2020-07-08,Other,271.65
1865,1510,1937,2022-02-12,Wrong Item,136.23
1866,2249,368,2022-09-10,Damaged,740.00
1867,699,2927,2020-03-24,Other,141.75
1868,980,2482,2021-06-26,Wrong Item,339.49
1869,13,2655,2022-05-30,Not as Described,553.15
1870,1737,1577,2023-08-06,Damaged,959.50
1871,392,2890,2020-04-16,Damaged,621.63
1872,2664,1995,2020-02-16,Other,86.15
1873,262,2063,2021-09-21,Damaged,326.44
1874,2585,2050,2021-02-16,Other,572.47
1875,2633,1968,2023-01-06,Wrong Item,21.02
1876,821,2149,2022-07-15,Not as Described,579.21
1877,149,714,2021-08-09,Other,625.62
1878,515,2450,2023-01-13,Other,239.24
1879,1279,1371,2023-11-04,Damaged,371.86
1880,1236,971,2023-05-02,Other,988.82
1881,2733,2738,2021-03-24,Other,647.48
1882,821,2149,2020-03-24,Not as Described,975.66
1883,2721,2779,2020-09-23,Damaged,800.47
1884,2489,1267,2020-06-15,Not as Described,338.94
1885,2494,1123,2023-10-12,Wrong Item,77.85
1886,71,1669,2020-03-27,Not as Described,916.84
1887,1453,541,2022-09-09,Other,483.99
1888,2676,319,2023-08-22,Not as Described,286.39
1889,3041,2368,2021-01-24,Not as Described,904.46
1890,2999,1572,2020-02-07,Other,355.64
1891,371,78,2021-01-28,Wrong Item,252.35
1892,2309,2859,2022-03-17,Damaged,323.61
1893,1432,2743,2021-02-17,Damaged,675.38
1894,2351,694,2023-04-12,Other,125.66
1895,2122,2579,2023-03-07,Wrong Item,480.17
1896,1073,2909,2020-12-10,Damaged,384.74
1897,1015,1253,2022-03-19,Not as Described,278.17
1898,3027,1507,2022-03-13,Damaged,694.98
1899,1135,1386,2020-03-11,Not as Described,327.55
1900,858,1103,2020-05-08,Other,51.85
1901,1892,1138,2020-12-29,Not as Described,557.79
1902,2892,2385,2023-09-20,Damaged,294.00
1903,990,2203,2022-02-05,Damaged,270.06
1904,3012,823,2020-12-12,Other,781.48
1905,688,2864,2021-04-15,Damaged,868.02
1906,2373,1704,2023-05-23,Other,969.81
1907,2173,253,2023-11-08,Damaged,622.40
1908,1113,2819,2021-01-31,Other,719.77
1909,1700,1209,2020-02-14,Not as Described,442.53
1910,1669,677,2021-12-13,Other,344.36
1911,2487,955,2021-02-07,Other,832.44
1912,1776,402,2021-10-09,Other,82.85
1913,809,2562,2022-07-27,Wrong Item,262.60
1914,2566,2911,2021-10-03,Not as Described,235.90
1915,110,2693,2023-09-29,Not as Described,174.20
1916,2550,2022,2020-08-09,Not as Described,710.36
1917,2959,2680,2023-07-21,Damaged,955.69
1918,1732,189,2022-12-25,Not as Described,851.62
1919,2613,1319,2021-04-07,Not as Described,806.99
1920,2059,498,2020-09-01,Other,751.37
1921,736,493,2021-09-22,Other,869.74
1922,1556,1344,2022-06-11,Not as Described,459.46
1923,2588,1166,2023-01-04,Wrong Item,127.49
1924,660,61,2022-12-15,Not as Described,242.17
1925,2503,2096,2021-01-04,Not as Described,807.83
1926,1372,2024,2022-06-24,Not as Described,677.73
1927,1272,392,2021-07-19,Not as Described,469.26
1928,885,1185,2023-10-01,Other,58.40
1929,2840,2424,2022-02-10,Wrong Item,263.56
1930,2220,1318,2023-10-26,Damaged,380.30
1931,623,1812,2023-10-26,Other,727.56
1932,426,2958,2020-03-22,Wrong Item,805.02
1933,1143,1965,2023-01-13,Damaged,907.71
1934,1020,2661,2023-09-13,Not as Described,557.50
1935,1074,2356,2022-10-09,Damaged,182.61
1936,218,2701,2021-03-01,Damaged,311.81
1937,264,1529,2020-08-16,Other,404.84
1938,2644,2177,2021-12-19,Wrong Item,414.69
1939,1373,1506,2021-08-22,Damaged,968.52
1940,1236,1931,2021-01-30,Damaged,79.03
1941,1200,1134,2022-10-04,Other,196.98
1942,153,1793,2022-07-05,Wrong Item,266.57
1943,1764,1745,2023-02-13,Wrong Item,137.47
1944,163,2145,2021-04-15,Other,125.99
1945,866,2277,2021-08-04,Not as Described,772.80
1946,2235,2095,2020-01-31,Wrong Item,842.13
1947,155,221,2021-09-21,Damaged,405.43
1948,2310,1293,2023-02-06,Wrong Item,460.12
1949,2706,401,2023-06-27,Not as Described,314.59
1950,2328,2498,2021-05-10,Not as Described,58.46
1951,1574,383,2021-10-18,Damaged,132.54
1952,2656,428,2022-10-30,Wrong Item,581.94
1953,1414,1254,2023-07-12,Other,133.61
1954,3040,2104,2022-10-17,Not as Described,762.18
1955,1882,2652,2021-08-06,Damaged,115.43
1956,1328,3082,2020-07-23,Wrong Item,730.82
1957,2175,2260,2022-03-29,Damaged,724.93
1958,1906,2268,2020-08-17,Not as Described,35.42
1959,1232,826,2022-03-25,Damaged,499.27
1960,1635,2690,2022-12-20,Wrong Item,841.40
1961,1085,2362,2022-01-22,Other,709.55
1962,1848,2681,2021-04-02,Wrong Item,608.41
1963,3041,1163,2020-09-22,Not as Described,373.14
1964,76,2887,2020-03-30,Damaged,466.16
1965,1341,550,2022-02-22,Other,134.21
1966,2918,2030,2022-04-24,Wrong Item,329.78
1967,3070,3024,2021-07-15,Other,862.88
1968,1372,860,2023-05-30,Damaged,258.47
1969,515,2450,2022-12-31,Wrong Item,409.81
1970,1506,515,2020-11-03,Other,407.62
1971,2135,1131,2023-06-07,Damaged,59.52
1972,2074,167,2022-01-15,Other,489.36
1973,2028,2287,2023-07-10,Other,910.87
1974,585,1689,2023-09-30,Not as Described,94.13
1975,1983,33,2021-10-11,Damaged,787.50
1976,1562,957,2021-08-28,Damaged,479.69
1977,789,948,2022-01-19,Damaged,444.27
1978,1887,2308,2021-09-03,Not as Described,209.71
1979,3062,456,2021-09-27,Not as Described,330.92
1980,371,78,2020-11-06,Wrong Item,759.90
1981,2340,1017,2023-04-26,Wrong Item,983.50
1982,1334,453,2022-09-28,Damaged,480.70
1983,1558,501,2021-08-04,Not as Described,474.43
1984,2552,2324,2020-09-13,Damaged,123.30
1985,198,89,2020-05-08,Damaged,969.97
1986,2996,2928,2023-11-17,Other,152.10
1987,26,2802,2022-06-26,Damaged,272.93
1988,511,3030,2021-05-27,Other,151.12
1989,496,861,2021-11-12,Other,683.43
1990,2213,997,2020-05-27,Not as Described,113.59
1991,1161,2195,2020-01-20,Damaged,826.72
1992,1437,1375,2022-04-05,Wrong Item,760.52
1993,3037,249,2021-12-01,Other,295.63
1994,1478,2454,2023-07-10,Not as Described,846.20
1995,2379,366,2020-05-25,Other,240.31
1996,107,2713,2022-06-05,Other,611.08
1997,2924,604,2022-02-06,Other,753.15
1998,336,26,2020-10-19,Damaged,690.74
1999,435,3036,2023-12-19,Other,708.90
2000,1975,82,2021-07-09,Wrong Item,662.40
2001,2196,1447,2020-05-29,Wrong Item,144.03
2002,2823,2874,2021-11-16,Wrong Item,195.27
2003,68,546,2020-11-28,Other,615.54
2004,2330,2660,2020-12-06,Other,717.85
2005,605,1526,2020-07-25,Other,793.81
2006,1212,2464,2021-09-22,Other,867.57
2007,2539,1016,2021-07-16,Other,546.42
2008,121,708,2020-06-19,Damaged,961.70
2009,10,1073,2020-04-12,Damaged,579.35
2010,882,2363,2023-10-03,Not as Described,433.00
2011,170,3050,2022-03-04,Damaged,815.17
2012,731,614,2022-07-20,Not as Described,397.85
2013,2110,2790,2020-12-31,Wrong Item,625.69
2014,663,2039,2023-03-31,Not as Described,847.93
2015,1441,2822,2023-01-09,Other,308.30
2016,483,69,2022-05-21,Wrong Item,623.11
2017,1302,823,2023-03-07,Other,316.06
2018,978,777,2021-12-11,Damaged,518.42
2019,198,89,2022-12-16,Not as Described,814.23
2020,2347,1945,2020-06-29,Damaged,219.72
2021,1080,2338,2023-11-20,Damaged,156.00
2022,2360,928,2021-07-24,Wrong Item,883.54
2023,2477,200,2023-10-28,Not as Described,226.28
2024,2479,1855,2021-08-09,Not as Described,473.93
2025,299,1837,2021-08-31,Wrong Item,310.32
2026,2468,3028,2023-04-06,Wrong Item,627.52
2027,2372,647,2023-01-26,Not as Described,839.07
2028,2259,2050,2021-09-01,Not as Described,343.27
2029,234,2923,2023-11-04,Other,338.99
2030,95,594,2023-09-08,Other,659.92
2031,2854,1679,2020-04-29,Not as Described,607.49
2032,2943,1025,2020-09-02,Not as Described,293.33
2033,1364,2361,2021-11-17,Not as Described,955.74
2034,2319,347,2020-01-30,Not as Described,606.32
2035,365,2028,2020-07-26,Damaged,530.18
2036,1159,2713,2022-12-20,Wrong Item,60.63
2037,2779,1142,2021-10-21,Damaged,521.93
2038,1578,1464,2023-09-27,Damaged,389.88
2039,1122,469,2023-03-17,Not as Described,415.29
2040,1047,369,2020-11-08,Not as Described,981.99
2041,979,749,2022-10-13,Not as Described,656.33
2042,2200,2611,2021-12-24,Other,77.54
2043,266,587,2023-01-04,Wrong Item,561.94
2044,2048,1013,2021-12-27,Wrong Item,260.16
2045,1719,2618,2021-01-06,Wrong Item,236.27
2046,1024,2292,2020-05-28,Not as Described,814.54
2047,1784,1735,2021-07-04,Not as Described,140.74
2048,775,314,2022-06-12,Other,606.47
2049,385,2732,2022-09-23,Not as Described,310.22
2050,1907,35,2021-06-14,Other,971.68
2051,228,1519,2022-03-02,Other,876.14
2052,798,2802,2021-07-20,Not as Described,113.14
2053,1870,1271,2023-08-15,Damaged,228.02
2054,1253,1881,2021-06-19,Other,976.50
2055,1905,3042,2021-08-24,Other,637.13
2056,2999,1572,2021-09-10,Wrong Item,413.66
2057,1822,1507,2020-08-17,Not as Described,402.11
2058,2702,1821,2022-03-16,Other,336.26
2059,163,1292,2023-03-05,Other,538.53
2060,2598,751,2023-03-08,Damaged,811.42
2061,307,721,2021-12-02,Wrong Item,705.25
2062,2811,2333,2022-01-10,Other,898.86
2063,1465,440,2020-08-29,Wrong Item,660.20
2064,1212,1667,2020-04-27,Damaged,856.14
2065,2523,145,2020-07-08,Wrong Item,969.23
2066,1577,137,2023-06-05,Not as Described,618.96
2067,1212,1667,2021-01-14,Wrong Item,379.32
2068,1882,2715,2023-08-11,Damaged,138.02
2069,1673,590,2021-02-25,Damaged,220.88
2070,2808,242,2020-04-04,Wrong Item,509.11
2071,1966,991,2023-05-01,Other,892.21
2072,972,1655,2023-10-14,Wrong Item,198.48
2073,1998,2733,2022-05-01,Damaged,192.23
2074,2011,2162,2022-03-27,Wrong Item,209.42
2075,2821,2815,2022-07-15,Not as Described,994.85
2076,2309,1131,2022-04-11,Not as Described,89.34
2077,1817,1502,2021-11-24,Wrong Item,198.97
2078,1069,227,2021-10-27,Wrong Item,421.90
2079,2889,887,2021-08-24,Damaged,295.02
2080,886,1325,2023-06-13,Damaged,484.39
2081,1568,2862,2021-02-10,Damaged,568.55
2082,189,2746,2021-09-29,Not as Described,434.37
2083,2377,10,2020-08-04,Damaged,948.73
2084,2498,144,2023-02-02,Wrong Item,428.61
2085,1252,248,2023-06-19,Wrong Item,851.10
2086,2017,2224,2021-02-21,Not as Described,570.32
2087,280,1950,2023-04-06,Damaged,179.34
2088,1493,2164,2020-02-23,Damaged,113.42
2089,2676,319,2023-06-07,Other,182.29
2090,2097,2686,2021-12-28,Damaged,53.68
2091,1841,274,2022-09-06,Other,262.63
2092,395,1755,2021-07-13,Other,296.07
2093,1462,299,2021-08-08,Other,502.28
2094,2887,1622,2020-09-07,Damaged,839.70
2095,1583,1733,2021-12-08,Not as Described,818.82
2096,2262,2066,2021-12-21,Other,434.28
2097,1314,1972,2022-06-14,Not as Described,435.84
2098,1320,1872,2021-06-24,Wrong Item,161.02
2099,910,468,2022-04-23,Damaged,792.23
2100,1215,1785,2021-11-27,Other,617.66
2101,736,493,2022-02-11,Damaged,768.04
2102,22,655,2023-04-02,Other,307.32
2103,2717,185,2021-11-11,Not as Described,18.43
2104,304,2332,2021-06-03,Damaged,974.13
2105,2360,928,2020-11-07,Damaged,120.24
2106,2439,1271,2022-03-15,Damaged,627.97
2107,1531,2189,2023-02-08,Other,888.88
2108,2011,2162,2023-11-01,Wrong Item,762.82
2109,2528,1452,2021-11-17,Wrong Item,421.45
2110,2041,880,2022-11-18,Wrong Item,398.84
2111,2229,1235,2020-02-25,Other,577.29
2112,1226,1904,2023-05-09,Damaged,291.75
2113,618,2527,2022-04-06,Other,238.28
2114,2524,1451,2020-11-19,Not as Described,609.59
2115,761,2054,2023-07-05,Damaged,44.07
2116,1933,1207,2022-10-04,Wrong Item,970.37
2117,1243,2918,2020-05-01,Wrong Item,266.18
2118,1458,841,2023-03-19,Not as Described,570.15
2119,2487,1865,2020-11-07,Not as Described,260.22
2120,1069,227,2021-07-31,Damaged,704.84
2121,13,1928,2021-11-05,Damaged,393.06
2122,120,3052,2020-02-29,Wrong Item,845.41
2123,949,2184,2020-11-20,Wrong Item,454.26
2124,2807,1039,2021-02-07,Wrong Item,29.34
2125,2555,1451,2021-04-02,Damaged,273.34
2126,2065,1574,2022-11-22,Other,625.59
2127,1635,1879,2021-05-30,Other,119.10
2128,2288,2481,2021-12-03,Not as Described,800.40
2129,2937,537,2022-02-26,Damaged,291.95
2130,162,2268,2022-04-13,Wrong Item,511.90
2131,2134,2072,2021-04-07,Wrong Item,240.39
2132,2475,2007,2020-08-16,Not as Described,281.70
2133,113,582,2020-09-29,Damaged,108.46
2134,2005,898,2020-09-02,Wrong Item,461.58
2135,1074,1279,2022-08-19,Other,144.16
2136,1158,2622,2023-05-09,Damaged,797.11
2137,681,68,2020-10-21,Wrong Item,694.83
2138,1073,2909,2020-04-07,Damaged,984.65
2139,1986,2134,2020-09-09,Not as Described,693.83
2140,1457,2991,2021-04-23,Wrong Item,889.34
2141,2097,755,2021-10-15,Wrong Item,492.64
2142,2845,2419,2021-10-05,Other,914.55
2143,202,767,2020-05-30,Damaged,875.98
2144,151,1583,2023-09-04,Not as Described,733.97
2145,2745,528,2022-02-10,Damaged,364.42
2146,113,262,2021-04-19,Wrong Item,702.13
2147,1434,1838,2020-07-28,Not as Described,35.78
2148,2188,814,2022-12-15,Not as Described,772.44
2149,1114,1467,2022-07-10,Not as Described,472.24
2150,102,427,2021-07-26,Damaged,805.64
2151,2964,1550,2023-01-25,Other,49.40
2152,889,2834,2023-06-15,Wrong Item,920.15
2153,3050,1857,2023-03-27,Other,99.07
2154,762,1236,2020-12-24,Wrong Item,742.50
2155,1138,2941,2020-03-01,Other,444.07
2156,2404,1029,2020-03-19,Other,105.39
2157,2550,2904,2021-07-06,Wrong Item,119.51
2158,2495,835,2020-07-10,Other,225.38
2159,1432,2743,2023-04-28,Damaged,409.33
2160,2093,1108,2022-05-27,Other,875.83
2161,2598,751,2022-01-31,Damaged,351.80
2162,2956,941,2020-07-22,Other,42.79
2163,377,2120,2021-07-20,Other,914.85
2164,198,89,2021-08-25,Not as Described,452.03
2165,98,1971,2021-06-02,Damaged,981.05
2166,157,42,2020-08-28,Other,935.82
2167,788,59,2021-11-30,Not as Described,758.11
2168,149,714,2023-11-17,Damaged,254.33
2169,2385,2995,2023-09-10,Other,716.59
2170,1688,51,2023-05-17,Damaged,86.92
2171,56,1170,2022-07-08,Other,611.47
2172,1435,1680,2023-02-19,Other,12.40
2173,605,1526,2021-06-21,Damaged,283.97
2174,2930,169,2023-02-27,Other,987.70
2175,49,2389,2023-06-15,Other,509.11
2176,1466,1730,2020-08-13,Other,953.62
2177,2509,877,2023-10-27,Wrong Item,998.36
2178,1902,615,2023-10-21,Damaged,493.73
2179,1661,344,2023-10-18,Damaged,684.33
2180,3040,826,2023-03-31,Wrong Item,580.43
2181,2937,537,2020-04-01,Not as Described,514.59
2182,3067,88,2023-04-24,Damaged,997.78
2183,1400,1639,2020-05-28,Wrong Item,657.12
2184,2771,1888,2022-09-13,Not as Described,238.57
2185,1112,2916,2020-06-03,Damaged,920.08
2186,915,2658,2021-10-26,Not as Described,887.52
2187,2497,1003,2022-05-26,Other,466.23
2188,2759,1584,2021-02-25,Wrong Item,897.14
2189,2150,1744,2021-12-31,Damaged,262.84
2190,2843,359,2021-06-30,Damaged,38.91
2191,1661,344,2020-10-07,Not as Described,95.95
2192,2765,1703,2022-01-05,Wrong Item,855.16
2193,1369,91,2021-12-10,Other,225.34
2194,887,888,2020-07-05,Other,32.40
2195,2109,949,2022-02-10,Other,849.58
2196,3037,2262,2020-02-05,Damaged,598.13
2197,1588,1051,2023-02-25,Damaged,266.37
2198,1466,1730,2020-12-17,Damaged,446.79
2199,2809,699,2020-07-17,Not as Described,996.52
2200,2509,721,2022-05-20,Wrong Item,676.84
2201,1278,891,2023-01-28,Other,443.40
2202,1498,2150,2021-12-01,Damaged,133.20
2203,1269,2807,2023-03-02,Not as Described,805.24
2204,1278,891,2023-02-14,Other,194.76
2205,521,116,2020-03-12,Wrong Item,288.18
2206,2308,640,2022-09-01,Damaged,926.54
2207,1987,997,2020-07-12,Other,343.80
2208,2561,2947,2023-06-09,Other,707.91
2209,911,774,2020-07-31,Wrong Item,921.98
2210,2641,731,2022-02-09,Damaged,513.23
2211,1936,802,2023-04-10,Not as Described,87.64
2212,1136,2939,2023-10-04,Wrong Item,34.39
2213,731,1693,2020-05-08,Not as Described,722.79
2214,718,2652,2021-11-17,Wrong Item,782.35
2215,749,2448,2020-05-20,Wrong Item,957.38
2216,2397,1795,2022-02-20,Wrong Item,515.38
2217,1254,1648,2021-09-19,Damaged,190.68
2218,1996,697,2020-07-14,Not as Described,278.48
2219,3041,1163,2023-02-25,Other,448.91
2220,602,1763,2022-09-30,Not as Described,938.21
2221,1924,1797,2020-01-11,Wrong Item,583.48
2222,1259,1578,2023-03-16,Other,73.11
2223,1460,735,2020-04-23,Other,76.39
2224,1818,1900,2022-08-20,Damaged,329.02
2225,2101,2242,2021-12-22,Wrong Item,732.33
2226,749,2448,2022-06-30,Wrong Item,399.10
2227,2110,1457,2022-05-05,Wrong Item,282.58
2228,2932,391,2022-03-21,Wrong Item,539.51
2229,2391,1274,2021-10-30,Wrong Item,926.53
2230,1446,2504,2021-03-15,Wrong Item,342.66
2231,811,2834,2022-05-13,Wrong Item,863.95
2232,1126,658,2022-05-05,Other,806.60
2233,2341,2399,2020-03-07,Other,21.99
2234,1604,2531,2022-04-17,Other,587.73
2235,122,556,2022-08-07,Damaged,75.62
2236,1112,640,2023-02-08,Other,449.12
2237,2600,2393,2020-05-14,Other,572.07
2238,2759,381,2022-06-05,Not as Described,659.02
2239,2778,1091,2023-05-18,Other,297.03
2240,588,1514,2022-01-29,Damaged,97.76
2241,1849,2392,2023-01-10,Other,308.13
2242,3099,1133,2021-02-05,Damaged,282.39
2243,885,1185,2021-10-03,Damaged,797.43
2244,1370,476,2022-10-12,Not as Described,381.21
2245,1525,1242,2020-03-01,Not as Described,473.14
2246,2190,1512,2020-08-20,Wrong Item,821.66
2247,2284,1261,2022-12-23,Wrong Item,794.24
2248,2311,2137,2023-09-21,Damaged,337.36
2249,2835,1361,2022-03-20,Not as Described,12.47
2250,35,2693,2021-03-24,Not as Described,316.25
2251,3044,2514,2021-10-15,Other,95.61
2252,1887,95,2021-06-16,Damaged,889.50
2253,1772,2901,2022-10-15,Wrong Item,445.64
2254,512,1751,2023-09-28,Damaged,715.92
2255,2840,2424,2020-10-09,Wrong Item,617.38
2256,2392,2411,2021-07-28,Wrong Item,443.86
2257,2600,1728,2023-04-03,Wrong Item,933.72
2258,967,2849,2023-04-29,Wrong Item,315.78
2259,2493,2733,2023-03-13,Other,368.25
2260,2541,2399,2021-01-27,Not as Described,979.71
2261,2475,2007,2023-07-09,Damaged,478.65
2262,2782,1858,2022-08-08,Not as Described,713.15
2263,869,149,2023-12-28,Not as Described,196.41
2264,2505,1967,2023-06-12,Not as Described,416.47
2265,1099,2668,2021-01-18,Other,108.39
2266,89,413,2023-07-06,Not as Described,544.34
2267,1780,484,2022-01-08,Not as Described,252.25
2268,2857,1392,2022-10-14,Other,468.71
2269,2576,2618,2020-07-28,Other,238.27
2270,958,2093,2022-09-16,Wrong Item,275.87
2271,1615,1529,2022-05-05,Not as Described,585.26
2272,2876,1279,2022-07-09,Other,65.31
2273,3042,2593,2021-12-22,Not as Described,672.10
2274,2813,1881,2022-03-17,Damaged,318.65
2275,2568,2379,2021-03-17,Not as Described,150.84
2276,2886,2284,2022-11-22,Damaged,539.34
2277,384,765,2022-12-01,Not as Described,895.06
2278,1403,2856,2021-08-10,Not as Described,55.47
2279,2151,911,2020-06-16,Not as Described,336.96
2280,2308,201,2023-11-09,Damaged,270.59
2281,2168,2187,2020-04-29,Not as Described,645.12
2282,2122,2579,2021-01-13,Not as Described,38.42
2283,2077,2984,2023-08-30,Wrong Item,48.01
2284,2407,170,2020-04-13,Other,151.34
2285,793,1251,2020-01-22,Not as Described,779.98
2286,2745,528,2021-01-09,Wrong Item,438.53
2287,2015,198,2022-06-02,Damaged,530.46
2288,1327,2033,2021-11-18,Damaged,37.68
2289,1942,1949,2022-07-16,Other,436.21
2290,1560,2045,2020-08-10,Other,531.53
2291,2862,66,2020-05-21,Other,217.69
2292,1882,2652,2023-03-26,Other,493.89
2293,290,2404,2022-10-26,Wrong Item,814.71
2294,506,1078,2020-03-05,Wrong Item,849.15
2295,1986,2134,2023-02-26,Wrong Item,559.26
2296,2065,1574,2023-05-15,Wrong Item,93.52
2297,2330,232,2021-03-26,Not as Described,523.81
2298,835,1513,2023-01-30,Not as Described,918.40
2299,3023,2947,2023-11-19,Not as Described,141.58
2300,2585,2050,2021-12-21,Damaged,910.15
2301,82,2803,2022-04-06,Not as Described,481.39
2302,345,1593,2023-08-29,Damaged,807.81
2303,2114,1623,2020-12-12,Damaged,46.97
2304,2994,1445,2020-11-18,Not as Described,867.30
2305,1370,3021,2020-03-19,Wrong Item,709.80
2306,2794,2245,2021-04-11,Other,734.56
2307,164,127,2023-01-10,Other,505.46
2308,933,2258,2023-03-03,Damaged,536.14
2309,2478,434,2022-04-09,Damaged,128.96
